"ï..rev_type","calendar_year","agency","sub_type","sub_type_name","amount"
"Voluntary core (un-earmarked) contributions",2012,"UNWTO","R02","Voluntary core (un-earmarked) contributions",696661.83
"Voluntary core (un-earmarked) contributions",2012,"WFP","R02","Voluntary core (un-earmarked) contributions",497615344.3
"Voluntary core (un-earmarked) contributions",2012,"WHO","R02","Voluntary core (un-earmarked) contributions",130200014
"Voluntary core (un-earmarked) contributions",2013,"IFAD","R02","Voluntary core (un-earmarked) contributions",416495000
"Voluntary core (un-earmarked) contributions",2013,"IOM","R02","Voluntary core (un-earmarked) contributions",7461677
"Voluntary core (un-earmarked) contributions",2013,"ITC","R02","Voluntary core (un-earmarked) contributions",17442000
"Voluntary core (un-earmarked) contributions",2013,"UNAIDS","R02","Voluntary core (un-earmarked) contributions",234555363
"Voluntary core (un-earmarked) contributions",2013,"UNDP","R02","Voluntary core (un-earmarked) contributions",932901778
"Voluntary core (un-earmarked) contributions",2013,"UNFPA","R02","Voluntary core (un-earmarked) contributions",460000000
"Voluntary core (un-earmarked) contributions",2013,"UNHABITAT","R02","Voluntary core (un-earmarked) contributions",8560203.29
"Voluntary core (un-earmarked) contributions",2013,"UNHCR","R02","Voluntary core (un-earmarked) contributions",716452639.5
"Voluntary core (un-earmarked) contributions",2013,"UNICEF","R02","Voluntary core (un-earmarked) contributions",1106378000
"Voluntary core (un-earmarked) contributions",2013,"UNITAR","R02","Voluntary core (un-earmarked) contributions",347868.39
"Voluntary core (un-earmarked) contributions",2013,"UNODC","R02","Voluntary core (un-earmarked) contributions",33791993
"Voluntary core (un-earmarked) contributions",2013,"UNRWA","R02","Voluntary core (un-earmarked) contributions",573378391
"Voluntary core (un-earmarked) contributions",2013,"UNWOMEN","R02","Voluntary core (un-earmarked) contributions",156958438
"Voluntary core (un-earmarked) contributions",2013,"UNWTO","R02","Voluntary core (un-earmarked) contributions",811899.4
"Voluntary core (un-earmarked) contributions",2013,"WFP","R02","Voluntary core (un-earmarked) contributions",285710312.3
"Voluntary core (un-earmarked) contributions",2013,"WHO","R02","Voluntary core (un-earmarked) contributions",132389859
"Voluntary core (un-earmarked) contributions",2014,"FAO","R02","Voluntary core (un-earmarked) contributions",0
"Voluntary core (un-earmarked) contributions",2014,"IFAD","R02","Voluntary core (un-earmarked) contributions",352723000
"Voluntary core (un-earmarked) contributions",2014,"IOM","R02","Voluntary core (un-earmarked) contributions",3642761
"Voluntary core (un-earmarked) contributions",2014,"ITC","R02","Voluntary core (un-earmarked) contributions",15094999
"Voluntary core (un-earmarked) contributions",2014,"UN","R02","Voluntary core (un-earmarked) contributions",0
"Voluntary core (un-earmarked) contributions",2014,"UNAIDS","R02","Voluntary core (un-earmarked) contributions",230347576
"Voluntary core (un-earmarked) contributions",2014,"UNDP","R02","Voluntary core (un-earmarked) contributions",834989960
"Voluntary core (un-earmarked) contributions",2014,"UNFPA","R02","Voluntary core (un-earmarked) contributions",477389762.4
"Voluntary core (un-earmarked) contributions",2014,"UNHABITAT","R02","Voluntary core (un-earmarked) contributions",7082844
"Voluntary core (un-earmarked) contributions",2014,"UNHCR","R02","Voluntary core (un-earmarked) contributions",548663011.2
"Voluntary core (un-earmarked) contributions",2014,"UNICEF","R02","Voluntary core (un-earmarked) contributions",1231781787
"Voluntary core (un-earmarked) contributions",2014,"UNITAR","R02","Voluntary core (un-earmarked) contributions",111805.84
"Voluntary core (un-earmarked) contributions",2014,"UNODC","R02","Voluntary core (un-earmarked) contributions",7177281
"Voluntary core (un-earmarked) contributions",2014,"UNRWA","R02","Voluntary core (un-earmarked) contributions",446463429
"Voluntary core (un-earmarked) contributions",2014,"UNWOMEN","R02","Voluntary core (un-earmarked) contributions",163663974
"Voluntary core (un-earmarked) contributions",2014,"WFP","R02","Voluntary core (un-earmarked) contributions",437898051.3
"Voluntary core (un-earmarked) contributions",2014,"WHO","R02","Voluntary core (un-earmarked) contributions",131949106
"Voluntary core (un-earmarked) contributions",2015,"IFAD","R02","Voluntary core (un-earmarked) contributions",221676000
"Voluntary core (un-earmarked) contributions",2015,"IOM","R02","Voluntary core (un-earmarked) contributions",6731290
"Voluntary core (un-earmarked) contributions",2015,"ITC","R02","Voluntary core (un-earmarked) contributions",6785000
"Voluntary core (un-earmarked) contributions",2015,"ITU","R02","Voluntary core (un-earmarked) contributions",59398.59
"Voluntary core (un-earmarked) contributions",2015,"UNAIDS","R02","Voluntary core (un-earmarked) contributions",196250098
"Voluntary core (un-earmarked) contributions",2015,"UNDP","R02","Voluntary core (un-earmarked) contributions",745714467
"Voluntary core (un-earmarked) contributions",2015,"UNFPA","R02","Voluntary core (un-earmarked) contributions",398197216.7
"Voluntary core (un-earmarked) contributions",2015,"UNHABITAT","R02","Voluntary core (un-earmarked) contributions",2170827.16
"Voluntary core (un-earmarked) contributions",2015,"UNHCR","R02","Voluntary core (un-earmarked) contributions",735692970.8
"Voluntary core (un-earmarked) contributions",2015,"UNICEF","R02","Voluntary core (un-earmarked) contributions",1067460516
"Voluntary core (un-earmarked) contributions",2015,"UNITAR","R02","Voluntary core (un-earmarked) contributions",1161611
"Voluntary core (un-earmarked) contributions",2015,"UNODC","R02","Voluntary core (un-earmarked) contributions",4305620
"Voluntary core (un-earmarked) contributions",2015,"UNOPS","R02","Voluntary core (un-earmarked) contributions",396000
"Voluntary core (un-earmarked) contributions",2015,"UNRWA","R02","Voluntary core (un-earmarked) contributions",577591847
"Voluntary core (un-earmarked) contributions",2015,"UNWOMEN","R02","Voluntary core (un-earmarked) contributions",136053647.3
"Voluntary core (un-earmarked) contributions",2015,"WFP","R02","Voluntary core (un-earmarked) contributions",339147919.1
"Voluntary core (un-earmarked) contributions",2015,"WHO","R02","Voluntary core (un-earmarked) contributions",111729645
"Voluntary core (un-earmarked) contributions",2015,"WMO","R02","Voluntary core (un-earmarked) contributions",5488330.98
"Voluntary core (un-earmarked) contributions",2016,"IFAD","R02","Voluntary core (un-earmarked) contributions",418292000
"Voluntary core (un-earmarked) contributions",2016,"IOM","R02","Voluntary core (un-earmarked) contributions",3455096
"Voluntary core (un-earmarked) contributions",2016,"ITC","R02","Voluntary core (un-earmarked) contributions",8877416
"Voluntary core (un-earmarked) contributions",2016,"ITU","R02","Voluntary core (un-earmarked) contributions",382220.49
"Voluntary core (un-earmarked) contributions",2016,"UN","R02","Voluntary core (un-earmarked) contributions",0
"Voluntary core (un-earmarked) contributions",2016,"UNAIDS","R02","Voluntary core (un-earmarked) contributions",177593925
"Voluntary core (un-earmarked) contributions",2016,"UNDP","R02","Voluntary core (un-earmarked) contributions",663566025
"Voluntary core (un-earmarked) contributions",2016,"UNFPA","R02","Voluntary core (un-earmarked) contributions",352807797
"Voluntary core (un-earmarked) contributions",2016,"UNHABITAT","R02","Voluntary core (un-earmarked) contributions",2329523.38
"Voluntary core (un-earmarked) contributions",2016,"UNHCR","R02","Voluntary core (un-earmarked) contributions",714046273.9
"Voluntary core (un-earmarked) contributions",2016,"UNICEF","R02","Voluntary core (un-earmarked) contributions",1185963513
"Voluntary core (un-earmarked) contributions",2016,"UNITAR","R02","Voluntary core (un-earmarked) contributions",300788
"Voluntary core (un-earmarked) contributions",2016,"UNODC","R02","Voluntary core (un-earmarked) contributions",3690000
"Voluntary core (un-earmarked) contributions",2016,"UNRWA","R02","Voluntary core (un-earmarked) contributions",608674154
"Voluntary core (un-earmarked) contributions",2016,"UNWOMEN","R02","Voluntary core (un-earmarked) contributions",140177012
"Voluntary core (un-earmarked) contributions",2016,"WFP","R02","Voluntary core (un-earmarked) contributions",663389999.3
"Voluntary core (un-earmarked) contributions",2016,"WHO","R02","Voluntary core (un-earmarked) contributions",113422867
"Voluntary core (un-earmarked) contributions",2016,"WIPO","R02","Voluntary core (un-earmarked) contributions",382439.02
"Voluntary core (un-earmarked) contributions",2016,"WMO","R02","Voluntary core (un-earmarked) contributions",3526002.03
"Voluntary core (un-earmarked) contributions",2017,"IFAD","R02","Voluntary core (un-earmarked) contributions",306323000
"Voluntary core (un-earmarked) contributions",2017,"IOM","R02","Voluntary core (un-earmarked) contributions",14880494
"Voluntary core (un-earmarked) contributions",2017,"ITC","R02","Voluntary core (un-earmarked) contributions",28868663
"Voluntary core (un-earmarked) contributions",2017,"ITU","R02","Voluntary core (un-earmarked) contributions",655354.81
"Voluntary core (un-earmarked) contributions",2017,"UN","R02","Voluntary core (un-earmarked) contributions",1903909
"Voluntary core (un-earmarked) contributions",2017,"UNAIDS","R02","Voluntary core (un-earmarked) contributions",172883829
"Voluntary core (un-earmarked) contributions",2017,"UNCDF","R02","Voluntary core (un-earmarked) contributions",9686964
"Voluntary core (un-earmarked) contributions",2017,"UNDP","R02","Voluntary core (un-earmarked) contributions",647298017
"Voluntary core (un-earmarked) contributions",2017,"UNFCCC","R02","Voluntary core (un-earmarked) contributions",2184027.39
"Voluntary core (un-earmarked) contributions",2017,"UNFPA","R02","Voluntary core (un-earmarked) contributions",349914000
"Voluntary core (un-earmarked) contributions",2017,"UNHABITAT","R02","Voluntary core (un-earmarked) contributions",2692810.7
"Voluntary core (un-earmarked) contributions",2017,"UNHCR","R02","Voluntary core (un-earmarked) contributions",703337927.4
"Voluntary core (un-earmarked) contributions",2017,"UNICEF","R02","Voluntary core (un-earmarked) contributions",1278100386
"Voluntary core (un-earmarked) contributions",2017,"UNITAR","R02","Voluntary core (un-earmarked) contributions",152304.09
"Voluntary core (un-earmarked) contributions",2017,"UNODC","R02","Voluntary core (un-earmarked) contributions",4063000
"Voluntary core (un-earmarked) contributions",2017,"UNRWA","R02","Voluntary core (un-earmarked) contributions",624912870
"Voluntary core (un-earmarked) contributions",2017,"UNSSC","R02","Voluntary core (un-earmarked) contributions",4183646.8
"Voluntary core (un-earmarked) contributions",2017,"UNWOMEN","R02","Voluntary core (un-earmarked) contributions",146408646
"Voluntary core (un-earmarked) contributions",2017,"WFP","R02","Voluntary core (un-earmarked) contributions",391030136
"Voluntary core (un-earmarked) contributions",2017,"WHO","R02","Voluntary core (un-earmarked) contributions",80830696
"Voluntary core (un-earmarked) contributions",2017,"WIPO","R02","Voluntary core (un-earmarked) contributions",952965.24
"Voluntary core (un-earmarked) contributions",2017,"WMO","R02","Voluntary core (un-earmarked) contributions",5040813.91
"Voluntary core (un-earmarked) contributions",2018,"FAO","R02A","Voluntary untied contributions",4745534.7
"Voluntary core (un-earmarked) contributions",2018,"FAO","R02B","In-kind untied contributions",50724270.32
"Voluntary core (un-earmarked) contributions",2018,"IARC","R02A","Voluntary untied contributions",444611.1
"Voluntary core (un-earmarked) contributions",2018,"IARC","R02B","In-kind untied contributions",1312.9
"Voluntary core (un-earmarked) contributions",2018,"IFAD","R02A","Voluntary untied contributions",217842469
"Voluntary core (un-earmarked) contributions",2018,"ILO","R02A","Voluntary untied contributions",12726186.7
"Voluntary core (un-earmarked) contributions",2018,"IOM","R02A","Voluntary untied contributions",30056364
"Voluntary core (un-earmarked) contributions",2018,"ITC","R02A","Voluntary untied contributions",27877540
"Voluntary core (un-earmarked) contributions",2018,"UN","R02A","Voluntary untied contributions",1917919
"Voluntary core (un-earmarked) contributions",2018,"UNAIDS","R02A","Voluntary untied contributions",184762913
"Voluntary core (un-earmarked) contributions",2018,"UNCDF","R02A","Voluntary untied contributions",15278040.43
"Voluntary core (un-earmarked) contributions",2018,"UNDP","R02A","Voluntary untied contributions",646916138
"Voluntary core (un-earmarked) contributions",2018,"UNDP","R02B","In-kind untied contributions",15480197
"Voluntary core (un-earmarked) contributions",2018,"UNEP","R02A","Voluntary untied contributions",69649474.6
"Voluntary core (un-earmarked) contributions",2018,"UNFCCC","R02A","Voluntary untied contributions",916293
"Voluntary core (un-earmarked) contributions",2018,"UNFPA","R02A","Voluntary untied contributions",378800379
"Voluntary core (un-earmarked) contributions",2018,"UNHABITAT","R02A","Voluntary untied contributions",3593446.08
"Voluntary core (un-earmarked) contributions",2018,"UNHCR","R02A","Voluntary untied contributions",646948050.7
"Voluntary core (un-earmarked) contributions",2018,"UNICEF","R02A","Voluntary untied contributions",1608415802
"Voluntary core (un-earmarked) contributions",2018,"UNICEF","R02B","In-kind untied contributions",19541377
"Voluntary core (un-earmarked) contributions",2018,"UNIDO","R02A","Voluntary untied contributions",76647429.29
"Voluntary core (un-earmarked) contributions",2018,"UNITAID","R02A","Voluntary untied contributions",188138000
"Voluntary core (un-earmarked) contributions",2018,"UNITAR","R02A","Voluntary untied contributions",346971.75
"Voluntary core (un-earmarked) contributions",2018,"UNITAR","R02B","In-kind untied contributions",299750.41
"Voluntary core (un-earmarked) contributions",2018,"UNODC","R02A","Voluntary untied contributions",4893000
"Voluntary core (un-earmarked) contributions",2018,"UNRWA","R02A","Voluntary untied contributions",829884052
"Voluntary core (un-earmarked) contributions",2018,"UNSSC","R02A","Voluntary untied contributions",4747250
"Voluntary core (un-earmarked) contributions",2018,"UNU","R02A","Voluntary untied contributions",17724152
"Voluntary core (un-earmarked) contributions",2018,"UNU","R02B","In-kind untied contributions",19507517
"Voluntary core (un-earmarked) contributions",2018,"UNWOMEN","R02A","Voluntary untied contributions",147660004
"Voluntary core (un-earmarked) contributions",2018,"UNWOMEN","R02B","In-kind untied contributions",1371348.15
"Voluntary core (un-earmarked) contributions",2018,"UNWTO","R02A","Voluntary untied contributions",278278.96
"Voluntary core (un-earmarked) contributions",2018,"WFP","R02A","Voluntary untied contributions",406124597.4
"Voluntary core (un-earmarked) contributions",2018,"WFP","R02B","In-kind untied contributions",5384642.05
"Voluntary core (un-earmarked) contributions",2018,"WHO","R02A","Voluntary untied contributions",89140929
"Voluntary core (un-earmarked) contributions",2018,"WMO","R02B","In-kind untied contributions",1894872.34
"Voluntary core (un-earmarked) contributions",2018,"WTO","R02A","Voluntary untied contributions",21325597.77
"Voluntary core (un-earmarked) contributions",2019,"FAO","R02A","Voluntary untied contributions",1180815.9
"Voluntary core (un-earmarked) contributions",2019,"FAO","R02B","In-kind untied contributions",48154913.01
"Voluntary core (un-earmarked) contributions",2019,"IARC","R02A","Voluntary untied contributions",69486.61
"Voluntary core (un-earmarked) contributions",2019,"IARC","R02B","In-kind untied contributions",103559.69
"Voluntary core (un-earmarked) contributions",2019,"IFAD","R02A","Voluntary untied contributions",450178000
"Voluntary core (un-earmarked) contributions",2019,"IOM","R02A","Voluntary untied contributions",28547116.87
"Voluntary core (un-earmarked) contributions",2019,"ITC","R02A","Voluntary untied contributions",7661000
"Voluntary core (un-earmarked) contributions",2019,"UNAIDS","R02A","Voluntary untied contributions",179232372
"Voluntary core (un-earmarked) contributions",2019,"UNCDF","R02A","Voluntary untied contributions",6271083.77
"Voluntary core (un-earmarked) contributions",2019,"UNDP","R02A","Voluntary untied contributions",679169435.2
"Voluntary core (un-earmarked) contributions",2019,"UNDP","R02B","In-kind untied contributions",14464289.47
"Voluntary core (un-earmarked) contributions",2019,"UNEP","R02A","Voluntary untied contributions",75187863.83
"Voluntary core (un-earmarked) contributions",2019,"UNFCCC","R02A","Voluntary untied contributions",875500
"Voluntary core (un-earmarked) contributions",2019,"UNFPA","R02A","Voluntary untied contributions",373464631
"Voluntary core (un-earmarked) contributions",2019,"UNHABITAT","R02A","Voluntary untied contributions",5137774.71
"Voluntary core (un-earmarked) contributions",2019,"UNHCR","R02A","Voluntary untied contributions",713131931
"Voluntary core (un-earmarked) contributions",2019,"UNICEF","R02A","Voluntary untied contributions",1149718528
"Voluntary core (un-earmarked) contributions",2019,"UNICEF","R02B","In-kind untied contributions",20169866
"Voluntary core (un-earmarked) contributions",2019,"UNITAID","R02A","Voluntary untied contributions",230285000
"Voluntary core (un-earmarked) contributions",2019,"UNITAR","R02A","Voluntary untied contributions",140091
"Voluntary core (un-earmarked) contributions",2019,"UNITAR","R02B","In-kind untied contributions",311096.18
"Voluntary core (un-earmarked) contributions",2019,"UNODC","R02A","Voluntary untied contributions",4567000
"Voluntary core (un-earmarked) contributions",2019,"UNRWA","R02A","Voluntary untied contributions",604504353
"Voluntary core (un-earmarked) contributions",2019,"UNSSC","R02A","Voluntary untied contributions",4143519
"Voluntary core (un-earmarked) contributions",2019,"UNU","R02A","Voluntary untied contributions",15304818
"Voluntary core (un-earmarked) contributions",2019,"UNU","R02B","In-kind untied contributions",18582749
"Voluntary core (un-earmarked) contributions",2019,"UNWOMEN","R02A","Voluntary untied contributions",141265922
"Voluntary core (un-earmarked) contributions",2019,"UNWOMEN","R02B","In-kind untied contributions",1696855
"Voluntary core (un-earmarked) contributions",2019,"UNWTO","R02A","Voluntary untied contributions",286805.23
"Voluntary core (un-earmarked) contributions",2019,"WFP","R02A","Voluntary untied contributions",441362888
"Voluntary core (un-earmarked) contributions",2019,"WFP","R02B","In-kind untied contributions",952156.77
"Voluntary core (un-earmarked) contributions",2019,"WHO","R02A","Voluntary untied contributions",92333485
"Voluntary core (un-earmarked) contributions",2019,"WMO","R02B","In-kind untied contributions",1917948.72
"Voluntary core (un-earmarked) contributions",2019,"WTO","R02A","Voluntary untied contributions",22527572.31
"Voluntary core (un-earmarked) contributions",2020,"FAO","R02A","Voluntary untied contributions",463414.9
"Voluntary core (un-earmarked) contributions",2020,"FAO","R02B","In-kind untied contributions",51963445.96
"Voluntary core (un-earmarked) contributions",2020,"IARC","R02A","Voluntary untied contributions",154079.75
"Voluntary core (un-earmarked) contributions",2020,"IFAD","R02A","Voluntary untied contributions",279619430.5
"Voluntary core (un-earmarked) contributions",2020,"IOM","R02A","Voluntary untied contributions",31288649
"Voluntary core (un-earmarked) contributions",2020,"ITC","R02A","Voluntary untied contributions",8686854
"Voluntary core (un-earmarked) contributions",2020,"UNAIDS","R02A","Voluntary untied contributions",192340305
"Voluntary core (un-earmarked) contributions",2020,"UNCDF","R02A","Voluntary untied contributions",7621243.04
"Voluntary core (un-earmarked) contributions",2020,"UNDP","R02A","Voluntary untied contributions",535750857.4
"Voluntary core (un-earmarked) contributions",2020,"UNDP","R02B","In-kind untied contributions",15394163.13
"Voluntary core (un-earmarked) contributions",2020,"UNEP","R02A","Voluntary untied contributions",81810335.77
"Voluntary core (un-earmarked) contributions",2020,"UNFCCC","R02A","Voluntary untied contributions",855957
"Voluntary core (un-earmarked) contributions",2020,"UNFPA","R02A","Voluntary untied contributions",416830980.1
"Voluntary core (un-earmarked) contributions",2020,"UNHABITAT","R02A","Voluntary untied contributions",4860766.94
"Voluntary core (un-earmarked) contributions",2020,"UNHABITAT","R02B","In-kind untied contributions",409965
"Voluntary core (un-earmarked) contributions",2020,"UNHCR","R02A","Voluntary untied contributions",532138455.4
"Voluntary core (un-earmarked) contributions",2020,"UNICEF","R02A","Voluntary untied contributions",1160240612
"Voluntary core (un-earmarked) contributions",2020,"UNICEF","R02B","In-kind untied contributions",21141581
"Voluntary core (un-earmarked) contributions",2020,"UNITAID","R02A","Voluntary untied contributions",160333000
"Voluntary core (un-earmarked) contributions",2020,"UNITAID","R02B","In-kind untied contributions",640000
"Voluntary core (un-earmarked) contributions",2020,"UNITAR","R02A","Voluntary untied contributions",327846
"Voluntary core (un-earmarked) contributions",2020,"UNITAR","R02B","In-kind untied contributions",97097.34
"Voluntary core (un-earmarked) contributions",2020,"UNODC","R02A","Voluntary untied contributions",4837082
"Voluntary core (un-earmarked) contributions",2020,"UNRWA","R02A","Voluntary untied contributions",528609707.8
"Voluntary core (un-earmarked) contributions",2020,"UNSSC","R02A","Voluntary untied contributions",4938772
"Voluntary core (un-earmarked) contributions",2020,"UNU","R02A","Voluntary untied contributions",22409434
"Voluntary core (un-earmarked) contributions",2020,"UNU","R02B","In-kind untied contributions",21722900
"Voluntary core (un-earmarked) contributions",2020,"UNV","R02A","Voluntary untied contributions",0
"Voluntary core (un-earmarked) contributions",2020,"UNV","R02B","In-kind untied contributions",0
"Voluntary core (un-earmarked) contributions",2020,"UNWOMEN","R02A","Voluntary untied contributions",164080895
"Voluntary core (un-earmarked) contributions",2020,"UNWOMEN","R02B","In-kind untied contributions",1674571
"Voluntary core (un-earmarked) contributions",2020,"WFP","R02A","Voluntary untied contributions",490646774.7
"Voluntary core (un-earmarked) contributions",2020,"WFP","R02B","In-kind untied contributions",1514548.88
"Voluntary core (un-earmarked) contributions",2020,"WHO","R02A","Voluntary untied contributions",53354451
"Voluntary core (un-earmarked) contributions",2020,"WMO","R02B","In-kind untied contributions",2118050.96
"Voluntary core (un-earmarked) contributions",2020,"WTO","R02A","Voluntary untied contributions",17935038.51
"Voluntary non-core (earmarked) contributions",2010,"DPKO","R03","Voluntary non-core (earmarked) contributions",33155000
"Voluntary non-core (earmarked) contributions",2010,"FAO","R03","Voluntary non-core (earmarked) contributions",891302293
"Voluntary non-core (earmarked) contributions",2010,"IAEA","R03","Voluntary non-core (earmarked) contributions",201752551.6
"Voluntary non-core (earmarked) contributions",2010,"ICAO","R03","Voluntary non-core (earmarked) contributions",128823470
"Voluntary non-core (earmarked) contributions",2010,"IFAD","R03","Voluntary non-core (earmarked) contributions",80241000
"Voluntary non-core (earmarked) contributions",2010,"ILO","R03","Voluntary non-core (earmarked) contributions",248421000
"Voluntary non-core (earmarked) contributions",2010,"IMO","R03","Voluntary non-core (earmarked) contributions",10537559.48
"Voluntary non-core (earmarked) contributions",2010,"IOM","R03","Voluntary non-core (earmarked) contributions",1050965901
"Voluntary non-core (earmarked) contributions",2010,"ITC","R03","Voluntary non-core (earmarked) contributions",39985000
"Voluntary non-core (earmarked) contributions",2010,"ITU","R03","Voluntary non-core (earmarked) contributions",11635068.8
"Voluntary non-core (earmarked) contributions",2010,"PAHO","R03","Voluntary non-core (earmarked) contributions",740950528
"Voluntary non-core (earmarked) contributions",2010,"UN","R03","Voluntary non-core (earmarked) contributions",1361094000
"Voluntary non-core (earmarked) contributions",2010,"UNAIDS","R03","Voluntary non-core (earmarked) contributions",33778000
"Voluntary non-core (earmarked) contributions",2010,"UNDP","R03","Voluntary non-core (earmarked) contributions",4311322000
"Voluntary non-core (earmarked) contributions",2010,"UNEP","R03","Voluntary non-core (earmarked) contributions",174128745
"Voluntary non-core (earmarked) contributions",2010,"UNESCO","R03","Voluntary non-core (earmarked) contributions",322778316
"Voluntary non-core (earmarked) contributions",2010,"UNFPA","R03","Voluntary non-core (earmarked) contributions",357232000
"Voluntary non-core (earmarked) contributions",2010,"UNHABITAT","R03","Voluntary non-core (earmarked) contributions",165934162
"Voluntary non-core (earmarked) contributions",2010,"UNHCR","R03","Voluntary non-core (earmarked) contributions",1520538785
"Voluntary non-core (earmarked) contributions",2010,"UNICEF","R03","Voluntary non-core (earmarked) contributions",2717726000
"Voluntary non-core (earmarked) contributions",2010,"UNIDO","R03","Voluntary non-core (earmarked) contributions",228546250.8
"Voluntary non-core (earmarked) contributions",2010,"UNITAR","R03","Voluntary non-core (earmarked) contributions",19265816.07
"Voluntary non-core (earmarked) contributions",2010,"UNODC","R03","Voluntary non-core (earmarked) contributions",237693616
"Voluntary non-core (earmarked) contributions",2010,"UNRWA","R03","Voluntary non-core (earmarked) contributions",12757064
"Voluntary non-core (earmarked) contributions",2010,"UNU","R03","Voluntary non-core (earmarked) contributions",37039000
"Voluntary non-core (earmarked) contributions",2010,"UNWTO","R03","Voluntary non-core (earmarked) contributions",8313963.52
"Voluntary non-core (earmarked) contributions",2010,"WFP","R03","Voluntary non-core (earmarked) contributions",3845170125
"Voluntary non-core (earmarked) contributions",2010,"WHO","R03","Voluntary non-core (earmarked) contributions",1441730375
"Voluntary non-core (earmarked) contributions",2010,"WIPO","R03","Voluntary non-core (earmarked) contributions",9568832
"Voluntary non-core (earmarked) contributions",2010,"WMO","R03","Voluntary non-core (earmarked) contributions",24717747.09
"Voluntary non-core (earmarked) contributions",2010,"WTO","R03","Voluntary non-core (earmarked) contributions",30942764.64
"Voluntary non-core (earmarked) contributions",2011,"DPKO","R03","Voluntary non-core (earmarked) contributions",32289000
"Voluntary non-core (earmarked) contributions",2011,"FAO","R03","Voluntary non-core (earmarked) contributions",899150947.1
"Voluntary non-core (earmarked) contributions",2011,"IAEA","R03","Voluntary non-core (earmarked) contributions",296213464.6
"Voluntary non-core (earmarked) contributions",2011,"ICAO","R03","Voluntary non-core (earmarked) contributions",110463340.3
"Voluntary non-core (earmarked) contributions",2011,"IFAD","R03","Voluntary non-core (earmarked) contributions",201487000
"Voluntary non-core (earmarked) contributions",2011,"ILO","R03","Voluntary non-core (earmarked) contributions",270638200
"Voluntary non-core (earmarked) contributions",2011,"IMO","R03","Voluntary non-core (earmarked) contributions",7827571.61
"Voluntary non-core (earmarked) contributions",2011,"IOM","R03","Voluntary non-core (earmarked) contributions",902138044
"Voluntary non-core (earmarked) contributions",2011,"ITC","R03","Voluntary non-core (earmarked) contributions",43762000
"Voluntary non-core (earmarked) contributions",2011,"ITU","R03","Voluntary non-core (earmarked) contributions",10918507.6
"Voluntary non-core (earmarked) contributions",2011,"PAHO","R03","Voluntary non-core (earmarked) contributions",652975711
"Voluntary non-core (earmarked) contributions",2011,"UN","R03","Voluntary non-core (earmarked) contributions",1422298000
"Voluntary non-core (earmarked) contributions",2011,"UNAIDS","R03","Voluntary non-core (earmarked) contributions",22378000
"Voluntary non-core (earmarked) contributions",2011,"UNDP","R03","Voluntary non-core (earmarked) contributions",4083971707
"Voluntary non-core (earmarked) contributions",2011,"UNEP","R03","Voluntary non-core (earmarked) contributions",159437395
"Voluntary non-core (earmarked) contributions",2011,"UNESCO","R03","Voluntary non-core (earmarked) contributions",308945709
"Voluntary non-core (earmarked) contributions",2011,"UNFPA","R03","Voluntary non-core (earmarked) contributions",450601000
"Voluntary non-core (earmarked) contributions",2011,"UNHABITAT","R03","Voluntary non-core (earmarked) contributions",199653833
"Voluntary non-core (earmarked) contributions",2011,"UNHCR","R03","Voluntary non-core (earmarked) contributions",1599819093
"Voluntary non-core (earmarked) contributions",2011,"UNICEF","R03","Voluntary non-core (earmarked) contributions",2633150000
"Voluntary non-core (earmarked) contributions",2011,"UNIDO","R03","Voluntary non-core (earmarked) contributions",249416515.8
"Voluntary non-core (earmarked) contributions",2011,"UNITAR","R03","Voluntary non-core (earmarked) contributions",19300905.39
"Voluntary non-core (earmarked) contributions",2011,"UNODC","R03","Voluntary non-core (earmarked) contributions",249080266
"Voluntary non-core (earmarked) contributions",2011,"UNRWA","R03","Voluntary non-core (earmarked) contributions",12181275
"Voluntary non-core (earmarked) contributions",2011,"UNU","R03","Voluntary non-core (earmarked) contributions",48840000
"Voluntary non-core (earmarked) contributions",2011,"UNWOMEN","R03","Voluntary non-core (earmarked) contributions",102560888
"Voluntary non-core (earmarked) contributions",2011,"UNWTO","R03","Voluntary non-core (earmarked) contributions",5068644.16
"Voluntary non-core (earmarked) contributions",2011,"WFP","R03","Voluntary non-core (earmarked) contributions",3219761073
"Voluntary non-core (earmarked) contributions",2011,"WHO","R03","Voluntary non-core (earmarked) contributions",1378300467
"Voluntary non-core (earmarked) contributions",2011,"WIPO","R03","Voluntary non-core (earmarked) contributions",9100520
"Voluntary non-core (earmarked) contributions",2011,"WMO","R03","Voluntary non-core (earmarked) contributions",41963412.36
"Voluntary non-core (earmarked) contributions",2011,"WTO","R03","Voluntary non-core (earmarked) contributions",23483496.09
"Voluntary non-core (earmarked) contributions",2012,"DPKO","R03","Voluntary non-core (earmarked) contributions",67893000
"Voluntary non-core (earmarked) contributions",2012,"FAO","R03","Voluntary non-core (earmarked) contributions",774507947
"Voluntary non-core (earmarked) contributions",2012,"IAEA","R03","Voluntary non-core (earmarked) contributions",208529877
"Voluntary non-core (earmarked) contributions",2012,"ICAO","R03","Voluntary non-core (earmarked) contributions",112675247.5
"Voluntary non-core (earmarked) contributions",2012,"IFAD","R03","Voluntary non-core (earmarked) contributions",75222000
"Voluntary non-core (earmarked) contributions",2012,"ILO","R03","Voluntary non-core (earmarked) contributions",271348100
