"ï..agency","rev_type","sub_type","calendar_year","amount"
"UNHCR","Assessed contributions","R01",2020,40092883.35
"UNHCR","Revenue from other activities","R04",2010,6561219.15
"UNHCR","Revenue from other activities","R04",2011,45398729.85
"UNHCR","Revenue from other activities","R04",2012,13572840.7
"UNHCR","Revenue from other activities","R04",2013,20076971.2
"UNHCR","Revenue from other activities","R04",2014,20734755.79
"UNHCR","Revenue from other activities","R04",2015,19380183.75
"UNHCR","Revenue from other activities","R04",2016,15239211.64
"UNHCR","Revenue from other activities","R04",2017,30662433.36
"UNHCR","Revenue from other activities","R04",2018,38896538.84
"UNHCR","Revenue from other activities","R04",2019,46028012
"UNHCR","Revenue from other activities","R04A",2020,9956699.22
"UNHCR","Revenue from other activities","R04B",2020,1353719.22
"UNHCR","Revenue from other activities","R04C",2020,12472279.96
"UNHCR","Voluntary core (un-earmarked) contributions","R02",2010,343293498.5
"UNHCR","Voluntary core (un-earmarked) contributions","R02",2011,488455626.8
"UNHCR","Voluntary core (un-earmarked) contributions","R02",2012,699010882.5
"UNHCR","Voluntary core (un-earmarked) contributions","R02",2013,716452639.5
"UNHCR","Voluntary core (un-earmarked) contributions","R02",2014,548663011.2
"UNHCR","Voluntary core (un-earmarked) contributions","R02",2015,735692970.8
"UNHCR","Voluntary core (un-earmarked) contributions","R02",2016,714046273.9
"UNHCR","Voluntary core (un-earmarked) contributions","R02",2017,703337927.4
"UNHCR","Voluntary core (un-earmarked) contributions","R02A",2018,646948050.7
"UNHCR","Voluntary core (un-earmarked) contributions","R02A",2019,713131931
"UNHCR","Voluntary core (un-earmarked) contributions","R02A",2020,532138455.4
"UNHCR","Voluntary non-core (earmarked) contributions","R03",2010,1520538785
"UNHCR","Voluntary non-core (earmarked) contributions","R03",2011,1599819093
"UNHCR","Voluntary non-core (earmarked) contributions","R03",2012,1712425313
"UNHCR","Voluntary non-core (earmarked) contributions","R03",2013,2389066199
"UNHCR","Voluntary non-core (earmarked) contributions","R03",2014,2445486252
"UNHCR","Voluntary non-core (earmarked) contributions","R03",2015,2778623534
"UNHCR","Voluntary non-core (earmarked) contributions","R03",2016,3207863109
"UNHCR","Voluntary non-core (earmarked) contributions","R03",2017,3271077051
"UNHCR","Voluntary non-core (earmarked) contributions","R03A",2017,173687675.7
"UNHCR","Voluntary non-core (earmarked) contributions","R03A",2018,91492444.49
"UNHCR","Voluntary non-core (earmarked) contributions","R03A",2019,72562551
"UNHCR","Voluntary non-core (earmarked) contributions","R03A",2020,136719315.3
"UNHCR","Voluntary non-core (earmarked) contributions","R03B",2018,36749257.27
"UNHCR","Voluntary non-core (earmarked) contributions","R03B",2019,36409645
"UNHCR","Voluntary non-core (earmarked) contributions","R03C",2018,3718994
"UNHCR","Voluntary non-core (earmarked) contributions","R03C",2019,8381480
"UNHCR","Voluntary non-core (earmarked) contributions","R03E",2018,3445662407
"UNHCR","Voluntary non-core (earmarked) contributions","R03E",2019,3231583478
"UNHCR","Voluntary non-core (earmarked) contributions","R03E",2020,4063930101
"UNHCR","Voluntary non-core (earmarked) contributions","R03F",2018,36184409.14
"UNHCR","Voluntary non-core (earmarked) contributions","R03F",2019,31741539
"UNHCR","Voluntary non-core (earmarked) contributions","R03F",2020,94985074.69
"UNICEF","Assessed contributions","R01",2017,0
"UNICEF","Assessed contributions","R01",2018,0
"UNICEF","Assessed contributions","R01",2020,0
"UNICEF","Revenue from other activities","R04",2010,388695000
"UNICEF","Revenue from other activities","R04",2011,429116000
"UNICEF","Revenue from other activities","R04",2012,76443000
"UNICEF","Revenue from other activities","R04",2013,158359000
"UNICEF","Revenue from other activities","R04",2014,94074687.3
"UNICEF","Revenue from other activities","R04",2015,106205809.3
"UNICEF","Revenue from other activities","R04",2016,126396849.6
"UNICEF","Revenue from other activities","R04",2017,145744994
"UNICEF","Revenue from other activities","R04",2018,180508385
"UNICEF","Revenue from other activities","R04",2019,211376989
"UNICEF","Revenue from other activities","R04A",2020,107437165.8
"UNICEF","Revenue from other activities","R04B",2020,27684709.68
"UNICEF","Revenue from other activities","R04C",2020,110924924.3
"UNICEF","Voluntary core (un-earmarked) contributions","R02",2010,557330000
"UNICEF","Voluntary core (un-earmarked) contributions","R02",2011,629423000
"UNICEF","Voluntary core (un-earmarked) contributions","R02",2012,1208296000
"UNICEF","Voluntary core (un-earmarked) contributions","R02",2013,1106378000
"UNICEF","Voluntary core (un-earmarked) contributions","R02",2014,1231781787
"UNICEF","Voluntary core (un-earmarked) contributions","R02",2015,1067460516
"UNICEF","Voluntary core (un-earmarked) contributions","R02",2016,1185963513
"UNICEF","Voluntary core (un-earmarked) contributions","R02",2017,1278100386
"UNICEF","Voluntary core (un-earmarked) contributions","R02A",2018,1608415802
"UNICEF","Voluntary core (un-earmarked) contributions","R02A",2019,1149718528
"UNICEF","Voluntary core (un-earmarked) contributions","R02A",2020,1160240612
"UNICEF","Voluntary core (un-earmarked) contributions","R02B",2018,19541377
"UNICEF","Voluntary core (un-earmarked) contributions","R02B",2019,20169866
"UNICEF","Voluntary core (un-earmarked) contributions","R02B",2020,21141581
"UNICEF","Voluntary non-core (earmarked) contributions","R03",2010,2717726000
"UNICEF","Voluntary non-core (earmarked) contributions","R03",2011,2633150000
"UNICEF","Voluntary non-core (earmarked) contributions","R03",2012,2702678000
"UNICEF","Voluntary non-core (earmarked) contributions","R03",2013,3588431000
"UNICEF","Voluntary non-core (earmarked) contributions","R03",2014,3843430717
"UNICEF","Voluntary non-core (earmarked) contributions","R03",2015,3835891146
"UNICEF","Voluntary non-core (earmarked) contributions","R03",2016,3571337357
"UNICEF","Voluntary non-core (earmarked) contributions","R03",2017,5152898225
"UNICEF","Voluntary non-core (earmarked) contributions","R03A",2017,0
"UNICEF","Voluntary non-core (earmarked) contributions","R03A",2018,298183083
"UNICEF","Voluntary non-core (earmarked) contributions","R03A",2019,354163326
"UNICEF","Voluntary non-core (earmarked) contributions","R03A",2020,447506823.5
"UNICEF","Voluntary non-core (earmarked) contributions","R03B",2018,505193767
"UNICEF","Voluntary non-core (earmarked) contributions","R03B",2019,297462752
"UNICEF","Voluntary non-core (earmarked) contributions","R03B",2020,441143263.1
"UNICEF","Voluntary non-core (earmarked) contributions","R03C",2018,256277366
"UNICEF","Voluntary non-core (earmarked) contributions","R03C",2019,220886144
"UNICEF","Voluntary non-core (earmarked) contributions","R03C",2020,677718251.8
"UNICEF","Voluntary non-core (earmarked) contributions","R03D",2018,196376223
"UNICEF","Voluntary non-core (earmarked) contributions","R03D",2019,274909775
"UNICEF","Voluntary non-core (earmarked) contributions","R03D",2020,328698967.7
"UNICEF","Voluntary non-core (earmarked) contributions","R03E",2018,3558372654
"UNICEF","Voluntary non-core (earmarked) contributions","R03E",2019,3835082770
"UNICEF","Voluntary non-core (earmarked) contributions","R03E",2020,4139833423
"UNICEF","Voluntary non-core (earmarked) contributions","R03F",2018,52889949
"UNICEF","Voluntary non-core (earmarked) contributions","R03F",2019,48500791
"UNICEF","Voluntary non-core (earmarked) contributions","R03F",2020,86020972.4
"UNIDO","Assessed contributions","R01",2010,102896934.8
"UNIDO","Assessed contributions","R01",2011,101168752.4
"UNIDO","Assessed contributions","R01",2012,101561632.7
"UNIDO","Assessed contributions","R01",2013,105572550.2
"UNIDO","Assessed contributions","R01",2014,87727645.75
"UNIDO","Assessed contributions","R01",2015,77899231.23
"UNIDO","Assessed contributions","R01",2016,71374501.05
"UNIDO","Assessed contributions","R01",2017,79728221.03
"UNIDO","Assessed contributions","R01",2018,78026279.68
"UNIDO","Assessed contributions","R01",2019,76297590.4
"UNIDO","Assessed contributions","R01",2020,85229781.6
"UNIDO","Revenue from other activities","R04",2010,3996130.05
"UNIDO","Revenue from other activities","R04",2011,2913105.41
"UNIDO","Revenue from other activities","R04",2012,1911641.99
"UNIDO","Revenue from other activities","R04",2013,1447693.43
"UNIDO","Revenue from other activities","R04",2014,41341.39
"UNIDO","Revenue from other activities","R04",2015,5618983.24
"UNIDO","Revenue from other activities","R04",2016,5394368.38
"UNIDO","Revenue from other activities","R04",2017,3286767.55
"UNIDO","Revenue from other activities","R04",2018,1403689.8
"UNIDO","Revenue from other activities","R04",2019,26847007.2
"UNIDO","Revenue from other activities","R04A",2020,708912.74
"UNIDO","Revenue from other activities","R04B",2020,25322201.58
"UNIDO","Revenue from other activities","R04C",2020,3872295.64
"UNIDO","Voluntary core (un-earmarked) contributions","R02A",2018,76647429.29
"UNIDO","Voluntary non-core (earmarked) contributions","R03",2010,228546250.8
"UNIDO","Voluntary non-core (earmarked) contributions","R03",2011,249416515.8
"UNIDO","Voluntary non-core (earmarked) contributions","R03",2012,189555275.5
"UNIDO","Voluntary non-core (earmarked) contributions","R03",2013,157189569
"UNIDO","Voluntary non-core (earmarked) contributions","R03",2014,183450078.1
"UNIDO","Voluntary non-core (earmarked) contributions","R03",2015,250304787.3
"UNIDO","Voluntary non-core (earmarked) contributions","R03",2016,227904498.8
"UNIDO","Voluntary non-core (earmarked) contributions","R03",2017,255799554.7
"UNIDO","Voluntary non-core (earmarked) contributions","R03A",2018,1042585.03
"UNIDO","Voluntary non-core (earmarked) contributions","R03A",2019,1368245.57
"UNIDO","Voluntary non-core (earmarked) contributions","R03A",2020,5382563.2
"UNIDO","Voluntary non-core (earmarked) contributions","R03B",2018,4082577.2
"UNIDO","Voluntary non-core (earmarked) contributions","R03B",2019,6094188.7
"UNIDO","Voluntary non-core (earmarked) contributions","R03B",2020,122514.05
"UNIDO","Voluntary non-core (earmarked) contributions","R03C",2018,63834874.93
"UNIDO","Voluntary non-core (earmarked) contributions","R03C",2019,51314991.91
"UNIDO","Voluntary non-core (earmarked) contributions","R03C",2020,40732183.37
"UNIDO","Voluntary non-core (earmarked) contributions","R03E",2018,23392056.91
"UNIDO","Voluntary non-core (earmarked) contributions","R03E",2019,105775719.4
"UNIDO","Voluntary non-core (earmarked) contributions","R03E",2020,105472021.6
"UNITAID","Voluntary core (un-earmarked) contributions","R02A",2018,188138000
"UNITAID","Voluntary core (un-earmarked) contributions","R02A",2019,230285000
"UNITAID","Voluntary core (un-earmarked) contributions","R02A",2020,160333000
"UNITAID","Voluntary core (un-earmarked) contributions","R02B",2020,640000
"UNITAID","Voluntary non-core (earmarked) contributions","R03C",2018,2426000
"UNITAID","Voluntary non-core (earmarked) contributions","R03C",2019,18723000
"UNITAID","Voluntary non-core (earmarked) contributions","R03C",2020,64405000
"UNITAID","Voluntary non-core (earmarked) contributions","R03E",2018,100000
"UNITAID","Voluntary non-core (earmarked) contributions","R03E",2019,-5000
"UNITAR","Assessed contributions","R01",2010,0
"UNITAR","Assessed contributions","R01",2011,0
"UNITAR","Assessed contributions","R01",2012,0
"UNITAR","Revenue from other activities","R04",2010,1355145.27
"UNITAR","Revenue from other activities","R04",2011,1376042.83
"UNITAR","Revenue from other activities","R04",2012,1309302.98
"UNITAR","Revenue from other activities","R04",2013,1665756.23
"UNITAR","Revenue from other activities","R04",2014,9224831.5
"UNITAR","Revenue from other activities","R04",2015,15575
"UNITAR","Revenue from other activities","R04",2016,114000
"UNITAR","Revenue from other activities","R04",2017,487674.28
"UNITAR","Revenue from other activities","R04",2018,5694007.49
"UNITAR","Revenue from other activities","R04",2019,7527659.02
"UNITAR","Revenue from other activities","R04A",2020,431140.93
"UNITAR","Voluntary core (un-earmarked) contributions","R02",2010,307365.1
"UNITAR","Voluntary core (un-earmarked) contributions","R02",2011,444484.53
"UNITAR","Voluntary core (un-earmarked) contributions","R02",2012,309077.63
"UNITAR","Voluntary core (un-earmarked) contributions","R02",2013,347868.39
"UNITAR","Voluntary core (un-earmarked) contributions","R02",2014,111805.84
"UNITAR","Voluntary core (un-earmarked) contributions","R02",2015,1161611
"UNITAR","Voluntary core (un-earmarked) contributions","R02",2016,300788
"UNITAR","Voluntary core (un-earmarked) contributions","R02",2017,152304.09
"UNITAR","Voluntary core (un-earmarked) contributions","R02A",2018,346971.75
"UNITAR","Voluntary core (un-earmarked) contributions","R02A",2019,140091
"UNITAR","Voluntary core (un-earmarked) contributions","R02A",2020,327846
"UNITAR","Voluntary core (un-earmarked) contributions","R02B",2018,299750.41
"UNITAR","Voluntary core (un-earmarked) contributions","R02B",2019,311096.18
"UNITAR","Voluntary core (un-earmarked) contributions","R02B",2020,97097.34
"UNITAR","Voluntary non-core (earmarked) contributions","R03",2010,19265816.07
"UNITAR","Voluntary non-core (earmarked) contributions","R03",2011,19300905.39
"UNITAR","Voluntary non-core (earmarked) contributions","R03",2012,19710700.99
"UNITAR","Voluntary non-core (earmarked) contributions","R03",2013,19941729.9
"UNITAR","Voluntary non-core (earmarked) contributions","R03",2014,19455241.07
"UNITAR","Voluntary non-core (earmarked) contributions","R03",2015,24244069.72
"UNITAR","Voluntary non-core (earmarked) contributions","R03",2016,23267212
"UNITAR","Voluntary non-core (earmarked) contributions","R03",2017,32114808.21
"UNITAR","Voluntary non-core (earmarked) contributions","R03A",2018,952411
"UNITAR","Voluntary non-core (earmarked) contributions","R03A",2019,687261
"UNITAR","Voluntary non-core (earmarked) contributions","R03A",2020,1317705
"UNITAR","Voluntary non-core (earmarked) contributions","R03E",2018,17697219.56
"UNITAR","Voluntary non-core (earmarked) contributions","R03E",2019,33082929.12
"UNITAR","Voluntary non-core (earmarked) contributions","R03E",2020,30381397.23
"UNITAR","Voluntary non-core (earmarked) contributions","R03F",2018,1002408.81
"UNITAR","Voluntary non-core (earmarked) contributions","R03F",2019,3196284.47
"UNITAR","Voluntary non-core (earmarked) contributions","R03F",2020,1520396.5
"UNODC","Assessed contributions","R01",2014,31015950
"UNODC","Assessed contributions","R01",2015,29003000
"UNODC","Assessed contributions","R01",2016,30142000
"UNODC","Assessed contributions","R01",2017,30638000
"UNODC","Assessed contributions","R01",2018,34294000
"UNODC","Assessed contributions","R01",2019,32004000
"UNODC","Assessed contributions","R01",2020,33826790
"UNODC","Revenue from other activities","R04",2010,5554967
"UNODC","Revenue from other activities","R04",2011,4981797
"UNODC","Revenue from other activities","R04",2012,10335169
"UNODC","Revenue from other activities","R04",2013,3224000
"UNODC","Revenue from other activities","R04",2014,7620056
"UNODC","Revenue from other activities","R04",2015,7460000
"UNODC","Revenue from other activities","R04",2016,11199000
"UNODC","Revenue from other activities","R04",2017,14510000
"UNODC","Revenue from other activities","R04",2018,19977000
"UNODC","Revenue from other activities","R04",2019,29784000
"UNODC","Revenue from other activities","R04A",2020,13828621
"UNODC","Revenue from other activities","R04C",2020,8931401
"UNODC","Voluntary core (un-earmarked) contributions","R02",2010,16115234
"UNODC","Voluntary core (un-earmarked) contributions","R02",2011,10239868
"UNODC","Voluntary core (un-earmarked) contributions","R02",2012,31586007
"UNODC","Voluntary core (un-earmarked) contributions","R02",2013,33791993
"UNODC","Voluntary core (un-earmarked) contributions","R02",2014,7177281
"UNODC","Voluntary core (un-earmarked) contributions","R02",2015,4305620
"UNODC","Voluntary core (un-earmarked) contributions","R02",2016,3690000
"UNODC","Voluntary core (un-earmarked) contributions","R02",2017,4063000
"UNODC","Voluntary core (un-earmarked) contributions","R02A",2018,4893000
"UNODC","Voluntary core (un-earmarked) contributions","R02A",2019,4567000
"UNODC","Voluntary core (un-earmarked) contributions","R02A",2020,4837082
"UNODC","Voluntary non-core (earmarked) contributions","R03",2010,237693616
"UNODC","Voluntary non-core (earmarked) contributions","R03",2011,249080266
"UNODC","Voluntary non-core (earmarked) contributions","R03",2012,320964713
"UNODC","Voluntary non-core (earmarked) contributions","R03",2013,281790803
"UNODC","Voluntary non-core (earmarked) contributions","R03",2014,282826179
"UNODC","Voluntary non-core (earmarked) contributions","R03",2015,234387804
"UNODC","Voluntary non-core (earmarked) contributions","R03",2016,297173000
"UNODC","Voluntary non-core (earmarked) contributions","R03",2017,342045000
"UNODC","Voluntary non-core (earmarked) contributions","R03A",2018,1591000
"UNODC","Voluntary non-core (earmarked) contributions","R03A",2019,5436000
"UNODC","Voluntary non-core (earmarked) contributions","R03A",2020,10512807
"UNODC","Voluntary non-core (earmarked) contributions","R03B",2018,20112000
"UNODC","Voluntary non-core (earmarked) contributions","R03B",2019,15733000
"UNODC","Voluntary non-core (earmarked) contributions","R03B",2020,11346625
"UNODC","Voluntary non-core (earmarked) contributions","R03D",2018,49428000
"UNODC","Voluntary non-core (earmarked) contributions","R03D",2019,73180000
"UNODC","Voluntary non-core (earmarked) contributions","R03D",2020,6096908
"UNODC","Voluntary non-core (earmarked) contributions","R03E",2018,277660000
"UNODC","Voluntary non-core (earmarked) contributions","R03E",2019,296000000
"UNODC","Voluntary non-core (earmarked) contributions","R03E",2020,300616095
"UNODC","Voluntary non-core (earmarked) contributions","R03F",2018,1190000
"UNODC","Voluntary non-core (earmarked) contributions","R03F",2019,1407000
"UNODC","Voluntary non-core (earmarked) contributions","R03F",2020,1429866
"UNOPS","Revenue from other activities","R04",2010,90503201
"UNOPS","Revenue from other activities","R04",2011,77509891
"UNOPS","Revenue from other activities","R04",2012,683160000
"UNOPS","Revenue from other activities","R04",2013,711170000
"UNOPS","Revenue from other activities","R04",2014,670003000
"UNOPS","Revenue from other activities","R04",2015,682880000
"UNOPS","Revenue from other activities","R04",2016,789934000
"UNOPS","Revenue from other activities","R04",2017,834003966
"UNOPS","Revenue from other activities","R04",2018,942476159
"UNOPS","Revenue from other activities","R04",2019,1211767043
"UNOPS","Revenue from other activities","R04A",2020,11031455
"UNOPS","Revenue from other activities","R04B",2020,332422997
"UNOPS","Revenue from other activities","R04C",2020,836770124
"UNOPS","Voluntary core (un-earmarked) contributions","R02",2015,396000
"UNOPS","Voluntary non-core (earmarked) contributions","R03",2013,5966000
"UNOPS","Voluntary non-core (earmarked) contributions","R03",2014,3816000
"UNRWA","Assessed contributions","R01",2020,30550904.46
"UNRWA","Revenue from other activities","R04",2010,17768000
"UNRWA","Revenue from other activities","R04",2011,25634000
"UNRWA","Revenue from other activities","R04",2012,46183176
"UNRWA","Revenue from other activities","R04",2013,56765877
"UNRWA","Revenue from other activities","R04",2014,20992963
"UNRWA","Revenue from other activities","R04",2015,23689000
"UNRWA","Revenue from other activities","R04",2016,65197658
"UNRWA","Revenue from other activities","R04",2017,54753966
"UNRWA","Revenue from other activities","R04",2018,34161158
"UNRWA","Revenue from other activities","R04",2019,32080869
"UNRWA","Revenue from other activities","R04A",2020,24807312.85
"UNRWA","Voluntary core (un-earmarked) contributions","R02",2010,378137753
"UNRWA","Voluntary core (un-earmarked) contributions","R02",2011,378221909
"UNRWA","Voluntary core (un-earmarked) contributions","R02",2012,544074925
"UNRWA","Voluntary core (un-earmarked) contributions","R02",2013,573378391
"UNRWA","Voluntary core (un-earmarked) contributions","R02",2014,446463429
"UNRWA","Voluntary core (un-earmarked) contributions","R02",2015,577591847
"UNRWA","Voluntary core (un-earmarked) contributions","R02",2016,608674154
"UNRWA","Voluntary core (un-earmarked) contributions","R02",2017,624912870
"UNRWA","Voluntary core (un-earmarked) contributions","R02A",2018,829884052
"UNRWA","Voluntary core (un-earmarked) contributions","R02A",2019,604504353
"UNRWA","Voluntary core (un-earmarked) contributions","R02A",2020,528609707.8
"UNRWA","Voluntary non-core (earmarked) contributions","R03",2010,12757064
"UNRWA","Voluntary non-core (earmarked) contributions","R03",2011,12181275
"UNRWA","Voluntary non-core (earmarked) contributions","R03",2012,375847094
"UNRWA","Voluntary non-core (earmarked) contributions","R03",2013,548356794
"UNRWA","Voluntary non-core (earmarked) contributions","R03",2014,874724457
"UNRWA","Voluntary non-core (earmarked) contributions","R03",2015,611448924
"UNRWA","Voluntary non-core (earmarked) contributions","R03",2016,600813179
"UNRWA","Voluntary non-core (earmarked) contributions","R03",2017,559226192
"UNRWA","Voluntary non-core (earmarked) contributions","R03A",2018,15005129
"UNRWA","Voluntary non-core (earmarked) contributions","R03A",2019,14486710
"UNRWA","Voluntary non-core (earmarked) contributions","R03A",2020,46402939.62
"UNRWA","Voluntary non-core (earmarked) contributions","R03E",2018,389591369
"UNRWA","Voluntary non-core (earmarked) contributions","R03E",2019,326087642
"UNRWA","Voluntary non-core (earmarked) contributions","R03E",2020,324170994
"UNRWA","Voluntary non-core (earmarked) contributions","R03F",2018,26595161
"UNRWA","Voluntary non-core (earmarked) contributions","R03F",2019,23614710
"UNRWA","Voluntary non-core (earmarked) contributions","R03F",2020,27974269.78
"UNSSC","Revenue from other activities","R04",2017,451540.94
"UNSSC","Revenue from other activities","R04",2018,315178
"UNSSC","Revenue from other activities","R04",2019,470248
"UNSSC","Revenue from other activities","R04A",2020,582916
"UNSSC","Voluntary core (un-earmarked) contributions","R02",2017,4183646.8
"UNSSC","Voluntary core (un-earmarked) contributions","R02A",2018,4747250
"UNSSC","Voluntary core (un-earmarked) contributions","R02A",2019,4143519
"UNSSC","Voluntary core (un-earmarked) contributions","R02A",2020,4938772
"UNSSC","Voluntary non-core (earmarked) contributions","R03",2017,6713518.21
"UNSSC","Voluntary non-core (earmarked) contributions","R03E",2018,6692130
"UNSSC","Voluntary non-core (earmarked) contributions","R03E",2019,9245263
"UNSSC","Voluntary non-core (earmarked) contributions","R03E",2020,8111550
"UNU","Revenue from other activities","R04",2010,24426000
"UNU","Revenue from other activities","R04",2011,17185000
"UNU","Revenue from other activities","R04",2012,17965000
"UNU","Revenue from other activities","R04",2013,37056000
"UNU","Revenue from other activities","R04",2014,6187000
"UNU","Revenue from other activities","R04",2015,2439000
"UNU","Revenue from other activities","R04",2016,16653156
"UNU","Revenue from other activities","R04",2017,58090868
"UNU","Revenue from other activities","R04",2018,3707233
"UNU","Revenue from other activities","R04",2019,64397712
"UNU","Revenue from other activities","R04A",2020,53470580
"UNU","Revenue from other activities","R04B",2020,1242389
"UNU","Revenue from other activities","R04C",2020,1520246
"UNU","Voluntary core (un-earmarked) contributions","R02A",2018,17724152
"UNU","Voluntary core (un-earmarked) contributions","R02A",2019,15304818
"UNU","Voluntary core (un-earmarked) contributions","R02A",2020,22409434
"UNU","Voluntary core (un-earmarked) contributions","R02B",2018,19507517
"UNU","Voluntary core (un-earmarked) contributions","R02B",2019,18582749
"UNU","Voluntary core (un-earmarked) contributions","R02B",2020,21722900
"UNU","Voluntary non-core (earmarked) contributions","R03",2010,37039000
"UNU","Voluntary non-core (earmarked) contributions","R03",2011,48840000
"UNU","Voluntary non-core (earmarked) contributions","R03",2012,51238000
"UNU","Voluntary non-core (earmarked) contributions","R03",2013,46037000
"UNU","Voluntary non-core (earmarked) contributions","R03",2014,65684390
"UNU","Voluntary non-core (earmarked) contributions","R03",2015,60827400
"UNU","Voluntary non-core (earmarked) contributions","R03",2016,49527398
"UNU","Voluntary non-core (earmarked) contributions","R03",2017,48747514
"UNU","Voluntary non-core (earmarked) contributions","R03E",2018,17490543
"UNU","Voluntary non-core (earmarked) contributions","R03E",2019,22010436
"UNU","Voluntary non-core (earmarked) contributions","R03E",2020,17730586
"UNV","Revenue from other activities","R04A",2020,1006504.05
"UNV","Revenue from other activities","R04B",2020,3586367.96
"UNV","Revenue from other activities","R04C",2020,3719120.72
"UNV","Voluntary core (un-earmarked) contributions","R02A",2020,0
"UNV","Voluntary core (un-earmarked) contributions","R02B",2020,0
"UNV","Voluntary non-core (earmarked) contributions","R03A",2020,0
"UNV","Voluntary non-core (earmarked) contributions","R03B",2020,0
"UNV","Voluntary non-core (earmarked) contributions","R03C",2020,0
"UNV","Voluntary non-core (earmarked) contributions","R03D",2020,714512.98
"UNV","Voluntary non-core (earmarked) contributions","R03E",2020,34662993.09
"UNV","Voluntary non-core (earmarked) contributions","R03F",2020,0
"UNWOMEN","Assessed contributions","R01",2012,7235000
"UNWOMEN","Assessed contributions","R01",2013,8004344
"UNWOMEN","Assessed contributions","R01",2014,7652000
"UNWOMEN","Assessed contributions","R01",2015,7505355
"UNWOMEN","Assessed contributions","R01",2016,7615100
"UNWOMEN","Assessed contributions","R01",2017,8314200
"UNWOMEN","Assessed contributions","R01",2018,8032000
"UNWOMEN","Assessed contributions","R01",2019,10162257
"UNWOMEN","Assessed contributions","R01",2020,9692128
"UNWOMEN","Revenue from other activities","R04",2011,9047100
"UNWOMEN","Revenue from other activities","R04",2012,5144000
"UNWOMEN","Revenue from other activities","R04",2013,5077423
"UNWOMEN","Revenue from other activities","R04",2014,2412556
"UNWOMEN","Revenue from other activities","R04",2015,4503000
"UNWOMEN","Revenue from other activities","R04",2016,7216000
"UNWOMEN","Revenue from other activities","R04",2017,9553000
"UNWOMEN","Revenue from other activities","R04",2018,12391000
"UNWOMEN","Revenue from other activities","R04",2019,16847000
"UNWOMEN","Revenue from other activities","R04A",2020,12920595
"UNWOMEN","Revenue from other activities","R04B",2020,2233649
"UNWOMEN","Revenue from other activities","R04C",2020,106404
"UNWOMEN","Voluntary core (un-earmarked) contributions","R02",2011,124614873
"UNWOMEN","Voluntary core (un-earmarked) contributions","R02",2012,114086000
"UNWOMEN","Voluntary core (un-earmarked) contributions","R02",2013,156958438
"UNWOMEN","Voluntary core (un-earmarked) contributions","R02",2014,163663974
"UNWOMEN","Voluntary core (un-earmarked) contributions","R02",2015,136053647.3
"UNWOMEN","Voluntary core (un-earmarked) contributions","R02",2016,140177012
"UNWOMEN","Voluntary core (un-earmarked) contributions","R02",2017,146408646
"UNWOMEN","Voluntary core (un-earmarked) contributions","R02A",2018,147660004
"UNWOMEN","Voluntary core (un-earmarked) contributions","R02A",2019,141265922
"UNWOMEN","Voluntary core (un-earmarked) contributions","R02A",2020,164080895
"UNWOMEN","Voluntary core (un-earmarked) contributions","R02B",2018,1371348.15
"UNWOMEN","Voluntary core (un-earmarked) contributions","R02B",2019,1696855
"UNWOMEN","Voluntary core (un-earmarked) contributions","R02B",2020,1674571
"UNWOMEN","Voluntary non-core (earmarked) contributions","R03",2011,102560888
"UNWOMEN","Voluntary non-core (earmarked) contributions","R03",2012,93676000
"UNWOMEN","Voluntary non-core (earmarked) contributions","R03",2013,118464741
"UNWOMEN","Voluntary non-core (earmarked) contributions","R03",2014,159159736
"UNWOMEN","Voluntary non-core (earmarked) contributions","R03",2015,170925798.7
"UNWOMEN","Voluntary non-core (earmarked) contributions","R03",2016,179560754
"UNWOMEN","Voluntary non-core (earmarked) contributions","R03",2017,214240865
"UNWOMEN","Voluntary non-core (earmarked) contributions","R03A",2018,32942062.29
"UNWOMEN","Voluntary non-core (earmarked) contributions","R03A",2019,47557055
"UNWOMEN","Voluntary non-core (earmarked) contributions","R03A",2020,67662219
"UNWOMEN","Voluntary non-core (earmarked) contributions","R03B",2018,16671619.83
"UNWOMEN","Voluntary non-core (earmarked) contributions","R03B",2019,41183365
"UNWOMEN","Voluntary non-core (earmarked) contributions","R03B",2020,17683593
"UNWOMEN","Voluntary non-core (earmarked) contributions","R03D",2018,1031268.65
"UNWOMEN","Voluntary non-core (earmarked) contributions","R03D",2019,3977683
"UNWOMEN","Voluntary non-core (earmarked) contributions","R03D",2020,3860041
"UNWOMEN","Voluntary non-core (earmarked) contributions","R03E",2018,184618835.3
"UNWOMEN","Voluntary non-core (earmarked) contributions","R03E",2019,264712450
"UNWOMEN","Voluntary non-core (earmarked) contributions","R03E",2020,283946803
"UNWTO","Assessed contributions","R01",2010,15982977.39
"UNWTO","Assessed contributions","R01",2011,16107432.87
"UNWTO","Assessed contributions","R01",2012,14630626.35
"UNWTO","Assessed contributions","R01",2013,16621421.72
"UNWTO","Assessed contributions","R01",2014,15766096.01
"UNWTO","Assessed contributions","R01",2015,14647529.27
"UNWTO","Assessed contributions","R01",2016,14210134.56
"UNWTO","Assessed contributions","R01",2017,16281150.54
"UNWTO","Assessed contributions","R01",2018,15814227.17
"UNWTO","Assessed contributions","R01",2019,16150122.77
"UNWTO","Assessed contributions","R01",2020,17910234.37
"UNWTO","Revenue from other activities","R04",2010,823868.91
"UNWTO","Revenue from other activities","R04",2011,1504867.6
