"year","agency","rev_type","sub_type","amount"
2018,"IOM","Voluntary non-core (earmarked) contributions","R03A",70731759
2018,"IOM","Voluntary non-core (earmarked) contributions","R03B",72440927
2018,"IOM","Voluntary non-core (earmarked) contributions","R03C",15495648
2018,"IOM","Voluntary non-core (earmarked) contributions","R03E",1602588925
2018,"IOM","Voluntary non-core (earmarked) contributions","R03F",6607590
2018,"ITC","Assessed contributions","R01",37359666
2018,"ITC","Revenue from other activities","R04",1842857
2018,"ITC","Voluntary core (un-earmarked) contributions","R02A",27877540
2018,"ITC","Voluntary non-core (earmarked) contributions","R03A",2170305
2018,"ITC","Voluntary non-core (earmarked) contributions","R03E",48082532
2018,"ITC","Voluntary non-core (earmarked) contributions","R03F",2778994
2018,"ITU","Assessed contributions","R01",126840665.7
2018,"ITU","Revenue from other activities","R04",33870221.88
2018,"ITU","Voluntary non-core (earmarked) contributions","R03A",3204602.84
2018,"ITU","Voluntary non-core (earmarked) contributions","R03E",14795422.49
2018,"OPCW","Assessed contributions","R01",71134824.2
2018,"OPCW","Revenue from other activities","R04",2735315.07
2018,"OPCW","Voluntary non-core (earmarked) contributions","R03E",13821542.24
2018,"PAHO","Assessed contributions","R01",103225007
2018,"PAHO","Revenue from other activities","R04",702615813
2018,"PAHO","Voluntary non-core (earmarked) contributions","R03D",461438970
2018,"PAHO","Voluntary non-core (earmarked) contributions","R03E",56840095
2018,"UN","Assessed contributions","R01",2487339605
2018,"UN","Revenue from other activities","R04",639385319.2
2018,"UN","Voluntary core (un-earmarked) contributions","R02A",1917919
2018,"UN","Voluntary non-core (earmarked) contributions","R03A",5161255.63
2018,"UN","Voluntary non-core (earmarked) contributions","R03B",108364956.8
2018,"UN","Voluntary non-core (earmarked) contributions","R03E",2715515984.32
2018,"UN","Voluntary non-core (earmarked) contributions","R03F",69133177.3
2018,"UNAIDS","Revenue from other activities","R04",5130485
2018,"UNAIDS","Voluntary core (un-earmarked) contributions","R02A",184762913
2018,"UNAIDS","Voluntary non-core (earmarked) contributions","R03A",1378812
2018,"UNAIDS","Voluntary non-core (earmarked) contributions","R03E",26309623
2018,"UNAIDS","Voluntary non-core (earmarked) contributions","R03F",2154437
2018,"UNCDF","Revenue from other activities","R04",3108613.88
2018,"UNCDF","Voluntary core (un-earmarked) contributions","R02A",15278040.43
2018,"UNCDF","Voluntary non-core (earmarked) contributions","R03A",6752772.09
2018,"UNCDF","Voluntary non-core (earmarked) contributions","R03B",8295960.25
2018,"UNCDF","Voluntary non-core (earmarked) contributions","R03D",31903077.77
2018,"UNCDF","Voluntary non-core (earmarked) contributions","R03E",28466852.65
2018,"UNCDF","Voluntary non-core (earmarked) contributions","R03F",316183.01
2018,"UNDP","Revenue from other activities","R04",331731011
2018,"UNDP","Voluntary core (un-earmarked) contributions","R02A",646916138
2018,"UNDP","Voluntary core (un-earmarked) contributions","R02B",15480197
2018,"UNDP","Voluntary non-core (earmarked) contributions","R03A",371759890
2018,"UNDP","Voluntary non-core (earmarked) contributions","R03B",66243621
2018,"UNDP","Voluntary non-core (earmarked) contributions","R03C",902576559
2018,"UNDP","Voluntary non-core (earmarked) contributions","R03D",1080139750
2018,"UNDP","Voluntary non-core (earmarked) contributions","R03E",2102116639
2018,"UNDP","Voluntary non-core (earmarked) contributions","R03F",61310
2018,"UNEP","Assessed contributions","R01",246960551.4
2018,"UNEP","Revenue from other activities","R04",3413310.05
2018,"UNEP","Voluntary core (un-earmarked) contributions","R02A",69649474.6
2018,"UNEP","Voluntary non-core (earmarked) contributions","R03A",12194029
2018,"UNEP","Voluntary non-core (earmarked) contributions","R03C",148986429
2018,"UNEP","Voluntary non-core (earmarked) contributions","R03E",260545625
2018,"UNESCO","Assessed contributions","R01",336171018
2018,"UNESCO","Revenue from other activities","R04",50924109
2018,"UNESCO","Voluntary non-core (earmarked) contributions","R03A",4567564
2018,"UNESCO","Voluntary non-core (earmarked) contributions","R03C",6101410
2018,"UNESCO","Voluntary non-core (earmarked) contributions","R03D",28054589
2018,"UNESCO","Voluntary non-core (earmarked) contributions","R03E",246286911
2018,"UNESCO","Voluntary non-core (earmarked) contributions","R03F",11724485
2018,"UNFCCC","Assessed contributions","R01",34974451
2018,"UNFCCC","Revenue from other activities","R04",17184961
2018,"UNFCCC","Voluntary core (un-earmarked) contributions","R02A",916293
2018,"UNFCCC","Voluntary non-core (earmarked) contributions","R03E",45975985
2018,"UNFPA","Revenue from other activities","R04",87263495
2018,"UNFPA","Voluntary core (un-earmarked) contributions","R02A",378800379
2018,"UNFPA","Voluntary non-core (earmarked) contributions","R03A",144301322
2018,"UNFPA","Voluntary non-core (earmarked) contributions","R03B",207503021
2018,"UNFPA","Voluntary non-core (earmarked) contributions","R03D",70442273
2018,"UNFPA","Voluntary non-core (earmarked) contributions","R03E",454144126
2018,"UNFPA","Voluntary non-core (earmarked) contributions","R03F",379181
2018,"UNHABITAT","Assessed contributions","R01",14430151.25
2018,"UNHABITAT","Revenue from other activities","R04",7149067.07
2018,"UNHABITAT","Voluntary core (un-earmarked) contributions","R02A",3593446.08
2018,"UNHABITAT","Voluntary non-core (earmarked) contributions","R03A",6676899.66
2018,"UNHABITAT","Voluntary non-core (earmarked) contributions","R03B",5576633.05
2018,"UNHABITAT","Voluntary non-core (earmarked) contributions","R03D",9901270.73
2018,"UNHABITAT","Voluntary non-core (earmarked) contributions","R03E",131416306
2018,"UNHCR","Assessed contributions","R01",38642200
2018,"UNHCR","Revenue from other activities","R04",38896538.84
2018,"UNHCR","Voluntary core (un-earmarked) contributions","R02A",646948050.7
2018,"UNHCR","Voluntary non-core (earmarked) contributions","R03A",91492444.49
2018,"UNHCR","Voluntary non-core (earmarked) contributions","R03B",36749257.27
2018,"UNHCR","Voluntary non-core (earmarked) contributions","R03C",3718994
2018,"UNHCR","Voluntary non-core (earmarked) contributions","R03E",3445662407
2018,"UNHCR","Voluntary non-core (earmarked) contributions","R03F",36184409.14
2018,"UNICEF","Assessed contributions","R01",0
2018,"UNICEF","Revenue from other activities","R04",180508385
2018,"UNICEF","Voluntary core (un-earmarked) contributions","R02A",1608415802
2018,"UNICEF","Voluntary core (un-earmarked) contributions","R02B",19541377
2018,"UNICEF","Voluntary non-core (earmarked) contributions","R03A",298183083
2018,"UNICEF","Voluntary non-core (earmarked) contributions","R03B",505193767
2018,"UNICEF","Voluntary non-core (earmarked) contributions","R03C",256277366
2018,"UNICEF","Voluntary non-core (earmarked) contributions","R03D",196376223
2018,"UNICEF","Voluntary non-core (earmarked) contributions","R03E",3558372654
2018,"UNICEF","Voluntary non-core (earmarked) contributions","R03F",52889949
2018,"UNIDO","Assessed contributions","R01",78026279.68
2018,"UNIDO","Revenue from other activities","R04",1403689.8
2018,"UNIDO","Voluntary core (un-earmarked) contributions","R02A",76647429.29
2018,"UNIDO","Voluntary non-core (earmarked) contributions","R03A",1042585.03
2018,"UNIDO","Voluntary non-core (earmarked) contributions","R03B",4082577.2
2018,"UNIDO","Voluntary non-core (earmarked) contributions","R03C",63834874.93
2018,"UNIDO","Voluntary non-core (earmarked) contributions","R03E",23392056.91
2018,"UNITAID","Voluntary core (un-earmarked) contributions","R02A",188138000
2018,"UNITAID","Voluntary non-core (earmarked) contributions","R03C",2426000
2018,"UNITAID","Voluntary non-core (earmarked) contributions","R03E",100000
2018,"UNITAR","Revenue from other activities","R04",5694007.49
2018,"UNITAR","Voluntary core (un-earmarked) contributions","R02A",346971.75
2018,"UNITAR","Voluntary core (un-earmarked) contributions","R02B",299750.41
2018,"UNITAR","Voluntary non-core (earmarked) contributions","R03A",952411
2018,"UNITAR","Voluntary non-core (earmarked) contributions","R03E",17697219.56
2018,"UNITAR","Voluntary non-core (earmarked) contributions","R03F",1002408.81
2018,"UNODC","Assessed contributions","R01",34294000
2018,"UNODC","Revenue from other activities","R04",19977000
2018,"UNODC","Voluntary core (un-earmarked) contributions","R02A",4893000
2018,"UNODC","Voluntary non-core (earmarked) contributions","R03A",1591000
2018,"UNODC","Voluntary non-core (earmarked) contributions","R03B",20112000
2018,"UNODC","Voluntary non-core (earmarked) contributions","R03D",49428000
2018,"UNODC","Voluntary non-core (earmarked) contributions","R03E",277660000
2018,"UNODC","Voluntary non-core (earmarked) contributions","R03F",1190000
2018,"UNOPS","Revenue from other activities","R04",942476159
2018,"UNRWA","Revenue from other activities","R04",34161158
2018,"UNRWA","Voluntary core (un-earmarked) contributions","R02A",829884052
2018,"UNRWA","Voluntary non-core (earmarked) contributions","R03A",15005129
2018,"UNRWA","Voluntary non-core (earmarked) contributions","R03E",389591369
2018,"UNRWA","Voluntary non-core (earmarked) contributions","R03F",26595161
2018,"UNSSC","Revenue from other activities","R04",315178
2018,"UNSSC","Voluntary core (un-earmarked) contributions","R02A",4747250
2018,"UNSSC","Voluntary non-core (earmarked) contributions","R03E",6692130
2018,"UNU","Revenue from other activities","R04",3707233
2018,"UNU","Voluntary core (un-earmarked) contributions","R02A",17724152
2018,"UNU","Voluntary core (un-earmarked) contributions","R02B",19507517
2018,"UNU","Voluntary non-core (earmarked) contributions","R03E",17490543
2018,"UNWOMEN","Assessed contributions","R01",8032000
2018,"UNWOMEN","Revenue from other activities","R04",12391000
2018,"UNWOMEN","Voluntary core (un-earmarked) contributions","R02A",147660004
2018,"UNWOMEN","Voluntary core (un-earmarked) contributions","R02B",1371348.15
2018,"UNWOMEN","Voluntary non-core (earmarked) contributions","R03A",32942062.29
2018,"UNWOMEN","Voluntary non-core (earmarked) contributions","R03B",16671619.83
2018,"UNWOMEN","Voluntary non-core (earmarked) contributions","R03D",1031268.65
2018,"UNWOMEN","Voluntary non-core (earmarked) contributions","R03E",184618835.3
2018,"UNWTO","Assessed contributions","R01",15814227.17
2018,"UNWTO","Revenue from other activities","R04",2634345.32
2018,"UNWTO","Voluntary core (un-earmarked) contributions","R02A",278278.96
2018,"UNWTO","Voluntary non-core (earmarked) contributions","R03A",729546.22
2018,"UNWTO","Voluntary non-core (earmarked) contributions","R03E",3364934.25
2018,"UNWTO","Voluntary non-core (earmarked) contributions","R03F",2279199.98
2018,"UPU","Assessed contributions","R01",36624460.99
2018,"UPU","Revenue from other activities","R04",19306081.05
2018,"UPU","Voluntary non-core (earmarked) contributions","R03E",18308343.47
2018,"WFP","Revenue from other activities","R04",74758841.61
2018,"WFP","Voluntary core (un-earmarked) contributions","R02A",406124597.4
2018,"WFP","Voluntary core (un-earmarked) contributions","R02B",5384642.05
2018,"WFP","Voluntary non-core (earmarked) contributions","R03A",721725366.5
2018,"WFP","Voluntary non-core (earmarked) contributions","R03C",45236234.38
2018,"WFP","Voluntary non-core (earmarked) contributions","R03D",119757882.1
2018,"WFP","Voluntary non-core (earmarked) contributions","R03E",5529933706
2018,"WFP","Voluntary non-core (earmarked) contributions","R03F",465407105.4
2018,"WHO","Assessed contributions","R01",500750945
2018,"WHO","Revenue from other activities","R04",47220652
2018,"WHO","Voluntary core (un-earmarked) contributions","R02A",89140929
2018,"WHO","Voluntary non-core (earmarked) contributions","R03A",204634645
2018,"WHO","Voluntary non-core (earmarked) contributions","R03B",210682015
2018,"WHO","Voluntary non-core (earmarked) contributions","R03C",173315560
2018,"WHO","Voluntary non-core (earmarked) contributions","R03D",42148082
2018,"WHO","Voluntary non-core (earmarked) contributions","R03E",1574846763
2018,"WHO","Voluntary non-core (earmarked) contributions","R03F",58642256
2018,"WIPO","Assessed contributions","R01",17589965.55
2018,"WIPO","Revenue from other activities","R04",406887107.5
2018,"WIPO","Voluntary non-core (earmarked) contributions","R03E",11758040.84
2018,"WMO","Assessed contributions","R01",65686863.32
2018,"WMO","Revenue from other activities","R04",3084093.21
2018,"WMO","Voluntary core (un-earmarked) contributions","R02B",1894872.34
2018,"WMO","Voluntary non-core (earmarked) contributions","R03D",96291.14
2018,"WMO","Voluntary non-core (earmarked) contributions","R03E",18198622.81
2018,"WTO","Assessed contributions","R01",198698910.87
2018,"WTO","Revenue from other activities","R04",14882197.57
2018,"WTO","Voluntary core (un-earmarked) contributions","R02A",21325597.77
2019,"CTBTO","Assessed contributions","R01",127055587
2019,"CTBTO","Revenue from other activities","R04",3913076
2019,"CTBTO","Voluntary non-core (earmarked) contributions","R03E",5324221
2019,"CTBTO","Voluntary non-core (earmarked) contributions","R03F",1428532
2019,"DPKO","Assessed contributions","R01",6998394001
2019,"DPKO","Revenue from other activities","R04",108462190.4
2019,"DPKO","Voluntary non-core (earmarked) contributions","R03E",24388082.28
2019,"DPKO","Voluntary non-core (earmarked) contributions","R03F",331302850.1
2019,"FAO","Assessed contributions","R01",488822877.3
2019,"FAO","Revenue from other activities","R04",9970306.57
2019,"FAO","Voluntary core (un-earmarked) contributions","R02A",1180815.9
2019,"FAO","Voluntary core (un-earmarked) contributions","R02B",48154913.01
2019,"FAO","Voluntary non-core (earmarked) contributions","R03A",62440195.06
2019,"FAO","Voluntary non-core (earmarked) contributions","R03B",107578605.1
2019,"FAO","Voluntary non-core (earmarked) contributions","R03C",94880377.14
2019,"FAO","Voluntary non-core (earmarked) contributions","R03D",96253955.25
2019,"FAO","Voluntary non-core (earmarked) contributions","R03E",746812263.2
2019,"IAEA","Assessed contributions","R01",411249668.9
2019,"IAEA","Revenue from other activities","R04",11091216.52
2019,"IAEA","Voluntary non-core (earmarked) contributions","R03E",213296350.9
2019,"IAEA","Voluntary non-core (earmarked) contributions","R03F",12499114.74
2019,"IARC","Assessed contributions","R01",25017299.11
2019,"IARC","Revenue from other activities","R04",1626560.27
2019,"IARC","Voluntary core (un-earmarked) contributions","R02A",69486.61
2019,"IARC","Voluntary core (un-earmarked) contributions","R02B",103559.69
2019,"IARC","Voluntary non-core (earmarked) contributions","R03E",16084530.13
2019,"ICAO","Assessed contributions","R01",82950965.62
2019,"ICAO","Revenue from other activities","R04",26004725.74
2019,"ICAO","Voluntary non-core (earmarked) contributions","R03D",105555112.3
2019,"ICAO","Voluntary non-core (earmarked) contributions","R03E",12613210.08
2019,"ICC","Assessed contributions","R01",161835439.7
2019,"ICC","Revenue from other activities","R04",1312257.81
2019,"ICC","Voluntary non-core (earmarked) contributions","R03E",2230231.03
2019,"IFAD","Voluntary core (un-earmarked) contributions","R02A",450178000
2019,"IFAD","Voluntary non-core (earmarked) contributions","R03B",1390000
2019,"IFAD","Voluntary non-core (earmarked) contributions","R03C",40260000
2019,"IFAD","Voluntary non-core (earmarked) contributions","R03D",7973000
2019,"IFAD","Voluntary non-core (earmarked) contributions","R03E",84116000
2019,"ILO","Assessed contributions","R01",385772209.1
2019,"ILO","Revenue from other activities","R04",47019587.47
2019,"ILO","Voluntary non-core (earmarked) contributions","R03A",9347346.34
2019,"ILO","Voluntary non-core (earmarked) contributions","R03B",14520230.49
2019,"ILO","Voluntary non-core (earmarked) contributions","R03C",14408941.18
2019,"ILO","Voluntary non-core (earmarked) contributions","R03D",17851261.74
2019,"ILO","Voluntary non-core (earmarked) contributions","R03E",232184846.6
2019,"ILO","Voluntary non-core (earmarked) contributions","R03F",5929776.22
2019,"IMO","Assessed contributions","R01",43567496.72
2019,"IMO","Revenue from other activities","R04",20731834.86
2019,"IMO","Voluntary non-core (earmarked) contributions","R03A",1577871.56
2019,"IMO","Voluntary non-core (earmarked) contributions","R03B",1118754.92
2019,"IMO","Voluntary non-core (earmarked) contributions","R03E",12298542.6
2019,"IOM","Assessed contributions","R01",52927963.04
2019,"IOM","Revenue from other activities","R04",83463413.02
2019,"IOM","Voluntary core (un-earmarked) contributions","R02A",28547116.87
2019,"IOM","Voluntary non-core (earmarked) contributions","R03A",84396113.8
2019,"IOM","Voluntary non-core (earmarked) contributions","R03C",12354832.86
2019,"IOM","Voluntary non-core (earmarked) contributions","R03D",78447539.68
2019,"IOM","Voluntary non-core (earmarked) contributions","R03E",1781159334
2019,"IOM","Voluntary non-core (earmarked) contributions","R03F",5773273.41
2019,"ITC","Assessed contributions","R01",35887000
2019,"ITC","Revenue from other activities","R04",3467000
2019,"ITC","Voluntary core (un-earmarked) contributions","R02A",7661000
2019,"ITC","Voluntary non-core (earmarked) contributions","R03A",2884000
2019,"ITC","Voluntary non-core (earmarked) contributions","R03E",72537000
2019,"ITC","Voluntary non-core (earmarked) contributions","R03F",2817000
2019,"ITLOS","Assessed contributions","R01",11451562.5
2019,"ITLOS","Voluntary non-core (earmarked) contributions","R03E",252578.13
2019,"ITU","Assessed contributions","R01",129728202.5
2019,"ITU","Revenue from other activities","R04",44733577.85
2019,"ITU","Voluntary non-core (earmarked) contributions","R03E",14396905.78
2019,"ITU","Voluntary non-core (earmarked) contributions","R03F",3117866.67
2019,"OPCW","Assessed contributions","R01",73664862.75
2019,"OPCW","Revenue from other activities","R04",3203852.66
2019,"OPCW","Voluntary non-core (earmarked) contributions","R03E",17389079.24
2019,"PAHO","Assessed contributions","R01",112047006
2019,"PAHO","Revenue from other activities","R04",874891000
2019,"PAHO","Voluntary non-core (earmarked) contributions","R03D",101211865
2019,"PAHO","Voluntary non-core (earmarked) contributions","R03E",21570472
2019,"UN","Assessed contributions","R01",3010252070
2019,"UN","Revenue from other activities","R04",732562886.4
2019,"UN","Voluntary non-core (earmarked) contributions","R03A",794964971.87
2019,"UN","Voluntary non-core (earmarked) contributions","R03B",79231768.6
2019,"UN","Voluntary non-core (earmarked) contributions","R03E",1639315544.93
2019,"UN","Voluntary non-core (earmarked) contributions","R03F",93678994.21
2019,"UNAIDS","Revenue from other activities","R04",7321831
2019,"UNAIDS","Voluntary core (un-earmarked) contributions","R02A",179232372
2019,"UNAIDS","Voluntary non-core (earmarked) contributions","R03E",41906057
2019,"UNAIDS","Voluntary non-core (earmarked) contributions","R03F",2051822
2019,"UNCDF","Revenue from other activities","R04",4031000
2019,"UNCDF","Voluntary core (un-earmarked) contributions","R02A",6271083.77
2019,"UNCDF","Voluntary non-core (earmarked) contributions","R03A",20307119.49
2019,"UNCDF","Voluntary non-core (earmarked) contributions","R03B",40438036.73
2019,"UNCDF","Voluntary non-core (earmarked) contributions","R03D",32028419.39
2019,"UNCDF","Voluntary non-core (earmarked) contributions","R03E",43709031.33
2019,"UNCDF","Voluntary non-core (earmarked) contributions","R03F",855866
2019,"UNDP","Revenue from other activities","R04",356572900.4
2019,"UNDP","Voluntary core (un-earmarked) contributions","R02A",679169435.2
2019,"UNDP","Voluntary core (un-earmarked) contributions","R02B",14464289.47
2019,"UNDP","Voluntary non-core (earmarked) contributions","R03A",571540051.4
2019,"UNDP","Voluntary non-core (earmarked) contributions","R03B",122090928.1
2019,"UNDP","Voluntary non-core (earmarked) contributions","R03C",343366265.3
2019,"UNDP","Voluntary non-core (earmarked) contributions","R03D",831148355
2019,"UNDP","Voluntary non-core (earmarked) contributions","R03E",1910692820
2019,"UNDP","Voluntary non-core (earmarked) contributions","R03F",85176.26
2019,"UNEP","Assessed contributions","R01",223540849.31
2019,"UNEP","Revenue from other activities","R04",31631801.5
2019,"UNEP","Voluntary core (un-earmarked) contributions","R02A",75187863.83
2019,"UNEP","Voluntary non-core (earmarked) contributions","R03A",122631905.63
2019,"UNEP","Voluntary non-core (earmarked) contributions","R03C",29913904.09
2019,"UNEP","Voluntary non-core (earmarked) contributions","R03E",328608220.62
2019,"UNESCO","Assessed contributions","R01",256217158
2019,"UNESCO","Revenue from other activities","R04",55166497
2019,"UNESCO","Voluntary non-core (earmarked) contributions","R03A",6726224
2019,"UNESCO","Voluntary non-core (earmarked) contributions","R03C",12859289
2019,"UNESCO","Voluntary non-core (earmarked) contributions","R03D",15024433
2019,"UNESCO","Voluntary non-core (earmarked) contributions","R03E",300528969
2019,"UNESCO","Voluntary non-core (earmarked) contributions","R03F",12767933
2019,"UNFCCC","Assessed contributions","R01",32860867.43
2019,"UNFCCC","Revenue from other activities","R04",15984834
2019,"UNFCCC","Voluntary core (un-earmarked) contributions","R02A",875500
2019,"UNFCCC","Voluntary non-core (earmarked) contributions","R03E",35486159
2019,"UNFPA","Revenue from other activities","R04",105458859.4
2019,"UNFPA","Voluntary core (un-earmarked) contributions","R02A",373464631
2019,"UNFPA","Voluntary non-core (earmarked) contributions","R03A",226755060.5
2019,"UNFPA","Voluntary non-core (earmarked) contributions","R03B",246414477.6
2019,"UNFPA","Voluntary non-core (earmarked) contributions","R03D",73159022.02
2019,"UNFPA","Voluntary non-core (earmarked) contributions","R03E",445346565.7
2019,"UNFPA","Voluntary non-core (earmarked) contributions","R03F",-613198.26
2019,"UNHABITAT","Assessed contributions","R01",15295136.53
2019,"UNHABITAT","Revenue from other activities","R04",23326087.47
2019,"UNHABITAT","Voluntary core (un-earmarked) contributions","R02A",5137774.71
2019,"UNHABITAT","Voluntary non-core (earmarked) contributions","R03A",47304983.76
2019,"UNHABITAT","Voluntary non-core (earmarked) contributions","R03D",4438375.84
2019,"UNHABITAT","Voluntary non-core (earmarked) contributions","R03E",88761175.92
2019,"UNHCR","Assessed contributions","R01",43298146
2019,"UNHCR","Revenue from other activities","R04",46028012
2019,"UNHCR","Voluntary core (un-earmarked) contributions","R02A",713131931
2019,"UNHCR","Voluntary non-core (earmarked) contributions","R03A",72562551
2019,"UNHCR","Voluntary non-core (earmarked) contributions","R03B",36409645
2019,"UNHCR","Voluntary non-core (earmarked) contributions","R03C",8381480
2019,"UNHCR","Voluntary non-core (earmarked) contributions","R03E",3231583478
2019,"UNHCR","Voluntary non-core (earmarked) contributions","R03F",31741539
2019,"UNICEF","Revenue from other activities","R04",211376989
2019,"UNICEF","Voluntary core (un-earmarked) contributions","R02A",1149718528
2019,"UNICEF","Voluntary core (un-earmarked) contributions","R02B",20169866
2019,"UNICEF","Voluntary non-core (earmarked) contributions","R03A",354163326
2019,"UNICEF","Voluntary non-core (earmarked) contributions","R03B",297462752
2019,"UNICEF","Voluntary non-core (earmarked) contributions","R03C",220886144
2019,"UNICEF","Voluntary non-core (earmarked) contributions","R03D",274909775
2019,"UNICEF","Voluntary non-core (earmarked) contributions","R03E",3835082770
2019,"UNICEF","Voluntary non-core (earmarked) contributions","R03F",48500791
2019,"UNIDO","Assessed contributions","R01",76297590.4
2019,"UNIDO","Revenue from other activities","R04",26847007.2
2019,"UNIDO","Voluntary non-core (earmarked) contributions","R03A",1368245.57
2019,"UNIDO","Voluntary non-core (earmarked) contributions","R03B",6094188.7
2019,"UNIDO","Voluntary non-core (earmarked) contributions","R03C",51314991.91
2019,"UNIDO","Voluntary non-core (earmarked) contributions","R03E",105775719.4
2019,"UNITAID","Voluntary core (un-earmarked) contributions","R02A",230285000
2019,"UNITAID","Voluntary non-core (earmarked) contributions","R03C",18723000
2019,"UNITAID","Voluntary non-core (earmarked) contributions","R03E",-5000
2019,"UNITAR","Revenue from other activities","R04",7527659.02
2019,"UNITAR","Voluntary core (un-earmarked) contributions","R02A",140091
2019,"UNITAR","Voluntary core (un-earmarked) contributions","R02B",311096.18
2019,"UNITAR","Voluntary non-core (earmarked) contributions","R03A",687261
2019,"UNITAR","Voluntary non-core (earmarked) contributions","R03E",33082929.12
2019,"UNITAR","Voluntary non-core (earmarked) contributions","R03F",3196284.47
2019,"UNODC","Assessed contributions","R01",32004000
2019,"UNODC","Revenue from other activities","R04",29784000
2019,"UNODC","Voluntary core (un-earmarked) contributions","R02A",4567000
2019,"UNODC","Voluntary non-core (earmarked) contributions","R03A",5436000
2019,"UNODC","Voluntary non-core (earmarked) contributions","R03B",15733000
2019,"UNODC","Voluntary non-core (earmarked) contributions","R03D",73180000
2019,"UNODC","Voluntary non-core (earmarked) contributions","R03E",296000000
2019,"UNODC","Voluntary non-core (earmarked) contributions","R03F",1407000
2019,"UNOPS","Revenue from other activities","R04",1211767043
2019,"UNRWA","Revenue from other activities","R04",32080869
2019,"UNRWA","Voluntary core (un-earmarked) contributions","R02A",604504353
2019,"UNRWA","Voluntary non-core (earmarked) contributions","R03A",14486710
2019,"UNRWA","Voluntary non-core (earmarked) contributions","R03E",326087642
2019,"UNRWA","Voluntary non-core (earmarked) contributions","R03F",23614710
2019,"UNSSC","Revenue from other activities","R04",470248
2019,"UNSSC","Voluntary core (un-earmarked) contributions","R02A",4143519
2019,"UNSSC","Voluntary non-core (earmarked) contributions","R03E",9245263
2019,"UNU","Revenue from other activities","R04",64397712
2019,"UNU","Voluntary core (un-earmarked) contributions","R02A",15304818
2019,"UNU","Voluntary core (un-earmarked) contributions","R02B",18582749
2019,"UNU","Voluntary non-core (earmarked) contributions","R03E",22010436
2019,"UNWOMEN","Assessed contributions","R01",10162257
2019,"UNWOMEN","Revenue from other activities","R04",16847000
2019,"UNWOMEN","Voluntary core (un-earmarked) contributions","R02A",141265922
2019,"UNWOMEN","Voluntary core (un-earmarked) contributions","R02B",1696855
2019,"UNWOMEN","Voluntary non-core (earmarked) contributions","R03A",47557055
2019,"UNWOMEN","Voluntary non-core (earmarked) contributions","R03B",41183365
2019,"UNWOMEN","Voluntary non-core (earmarked) contributions","R03D",3977683
2019,"UNWOMEN","Voluntary non-core (earmarked) contributions","R03E",264712450
2019,"UNWTO","Assessed contributions","R01",16150122.77
2019,"UNWTO","Revenue from other activities","R04",1669103.47
2019,"UNWTO","Voluntary core (un-earmarked) contributions","R02A",286805.23
2019,"UNWTO","Voluntary non-core (earmarked) contributions","R03E",1651536.33
2019,"UNWTO","Voluntary non-core (earmarked) contributions","R03F",3471474.4
2019,"UPU","Assessed contributions","R01",37052902.56
2019,"UPU","Revenue from other activities","R04",20761661.54
2019,"UPU","Voluntary non-core (earmarked) contributions","R03E",18684052.31
2019,"WFP","Revenue from other activities","R04",272142625.6
2019,"WFP","Voluntary core (un-earmarked) contributions","R02A",441362888
2019,"WFP","Voluntary core (un-earmarked) contributions","R02B",952156.77
2019,"WFP","Voluntary non-core (earmarked) contributions","R03A",21350068.17
2019,"WFP","Voluntary non-core (earmarked) contributions","R03C",11328853.44
2019,"WFP","Voluntary non-core (earmarked) contributions","R03D",88843076.7
2019,"WFP","Voluntary non-core (earmarked) contributions","R03E",6849579024
2019,"WFP","Voluntary non-core (earmarked) contributions","R03F",586104314.5
2019,"WHO","Assessed contributions","R01",490294103
2019,"WHO","Revenue from other activities","R04",44042097
2019,"WHO","Voluntary core (un-earmarked) contributions","R02A",92333485
2019,"WHO","Voluntary non-core (earmarked) contributions","R03A",226387296
2019,"WHO","Voluntary non-core (earmarked) contributions","R03B",794354397
2019,"WHO","Voluntary non-core (earmarked) contributions","R03C",246284179
2019,"WHO","Voluntary non-core (earmarked) contributions","R03D",30680580
2019,"WHO","Voluntary non-core (earmarked) contributions","R03E",1105766809
2019,"WHO","Voluntary non-core (earmarked) contributions","R03F",85982324
2019,"WIPO","Assessed contributions","R01",17756814.36
2019,"WIPO","Revenue from other activities","R04",439853619.3
2019,"WIPO","Voluntary non-core (earmarked) contributions","R03E",11141815.85
2019,"WMO","Assessed contributions","R01",66514871.79
2019,"WMO","Revenue from other activities","R04",2600000
2019,"WMO","Voluntary core (un-earmarked) contributions","R02B",1917948.72
2019,"WMO","Voluntary non-core (earmarked) contributions","R03B",3570256.41
2019,"WMO","Voluntary non-core (earmarked) contributions","R03C",192820.51
2019,"WMO","Voluntary non-core (earmarked) contributions","R03D",1990769.23
2019,"WMO","Voluntary non-core (earmarked) contributions","R03E",16375384.62
2019,"WTO","Assessed contributions","R01",201144435.88
2019,"WTO","Revenue from other activities","R04",4925834.4
2019,"WTO","Voluntary core (un-earmarked) contributions","R02A",22527572.31
2020,"CTBTO","Assessed contributions","R01",131283366
2020,"CTBTO","Revenue from other activities","R04A",2132984
2020,"CTBTO","Voluntary non-core (earmarked) contributions","R03E",2301052
2020,"CTBTO","Voluntary non-core (earmarked) contributions","R03F",1782323
2020,"DPKO","Assessed contributions","R01",6897950300
2020,"DPKO","Revenue from other activities","R04A",54399901.55
2020,"DPKO","Revenue from other activities","R04B",17558063.96
